"sample_name","tax_id","tax_level","genus_tax_id","name","common_name","category","agg_score","max_z_score","nt_z_score","nt_rpm","nt_count","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nt_e_value","nt_bg_mean","nt_bg_stdev","nr_z_score","nr_rpm","nr_count","nr_contigs","nr_contig_r","nr_percent_identity","nr_alignment_length","nr_e_value","nr_bg_mean","nr_bg_stdev","species_tax_ids","genus_nt_count","expected_bg_count","p_val"
"RR057e_00726_J06_S90",186617,1,186617,"uncultured marine virus","","viruses",0.303827685240552,2.79632560215691,2.79632560215691,0.295764708526837,8,NA,NA,100,146,87.6021,0.0168234,0.0997528,-100,0,0,NA,NA,0,0,0,0.0227963,0.148573,"",8,0.466785966095608,0.00321893031679642
"RR057e_00726_J06_S90",129951,1,10509,"Human mastadenovirus C","","viruses",0.115064253863628,1.0935571043348,0.710562256969855,0.0739411771317093,2,NA,NA,99.65,132.5,77.6983,0.0171119,0.0799779,1.0935571043348,0.0739411771317093,2,NA,NA,100,44,307.653,0.0114153,0.0571766,"",2,46.5274923901642,0.565013618799502
"RR057e_00727_L06_S92",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",3656656003.51282,100,100,185105.521233639,2802495,12,2769526,99.9178,16002.6,302.111,NA,NA,100,184253.671040383,2789598,10,2769824,99.8166,3300.32,278.715,NA,NA,"",2803056,18.957381527974,0
"RR057e_00727_L06_S92",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",3514699.41914081,100,100,37.0541954266008,561,1,310,96.1829,97.615,44.1922,NA,NA,100,317.965947920956,4814,5,63,97.3082,43.1786,303.793,NA,NA,"",2803056,0,0
"RR057e_00727_L06_S92",1508220,1,1508220,"Bat coronavirus","","viruses",2776092.39532982,100,100,0.0660502592274524,1,NA,NA,89,145,64.9586,NA,NA,100,277.543189273755,4202,1,4,98.3048,37.1672,306.604,NA,NA,"",1,0,0
"RR057e_00727_L06_S92",129951,1,10509,"Human mastadenovirus C","","viruses",30054.8252379247,65.8545527976627,65.8545527976627,5.28402073819619,80,1,24,99.9382,194.382,131.814,0.0171119,0.0799779,55.2498249794097,3.17041244291771,48,1,24,100,78.25,220.304,0.0114153,0.0571766,"",80,647.618013139982,0.488876685076489
"RR057e_00727_L06_S92",186617,1,186617,"uncultured marine virus","","viruses",0.364737574250065,7.77702190544455,7.77702190544455,0.792603110729429,12,NA,NA,99.3,110,62.3606,0.0168234,0.0997528,-100,0,0,NA,NA,0,0,0,0.0227963,0.148573,"",12,6.49721238766715,0.154201165605436
"RR057e_00728_N06_S94",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",22439122.6856906,100,100,1164.6290067486,7265,51,6944,99.8792,574.25,260.81,NA,NA,100,1101.94904231106,6874,49,6652,99.8265,170.752,147.019,NA,NA,"",7272,12.2368475936266,1.27996166288766e-55
"RR057e_00728_N06_S94",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",285666.743293324,100,100,1.12214770092776,7,NA,NA,99.66,79.6,41.7888,NA,NA,100,27.7330788943575,173,3,170,77.4647,68.8929,73.9993,NA,NA,"",7272,0,0
"RR057e_00728_N06_S94",129951,1,10509,"Human mastadenovirus C","","viruses",284381.242948504,99,99,16.0306814418251,100,NA,NA,99.8353,117.324,67.7475,0.0171119,0.0799779,99,12.9848519678784,81,NA,NA,99.7179,33.6429,307.653,0.0114153,0.0571766,"",100,418.032570267533,0.417008684276236
"RR057e_00728_N06_S94",10665,1,10663,"Escherichia virus T4","","viruses",70182.3233523105,100,100,3.52674991720153,22,1,22,100,261,133.201,NA,NA,100,3.52674991720153,22,1,22,100,86,56.5467,NA,NA,"",22,18.3787032892262,0.211628257754848
"RR057e_00729_D08_S116",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",934787.851336388,100,100,60.0624737776988,1910,18,1886,99.9573,2289.46,304.723,NA,NA,100,58.4272650675206,1858,17,1845,99.9018,693.853,286.727,NA,NA,"",1910,1.86250185490688,4.16539269543987e-90
"RR057e_00729_D08_S116",12177,1,12176,"Clover yellow mosaic virus","","viruses",14.3973385072521,50.0511548422765,50.0511548422765,0.188677928097483,6,1,6,96.68,241,109.418,0.00038198,0.00376207,3.72458964468371,0.188677928097483,6,1,6,96.25,80,41.2464,0.00570113,0.0491267,"",6,0,0
"RR057e_00729_D08_S116",1761477,1,12234,"Tomato brown rugose fruit virus","","viruses",2.67446537042079,100,100,0.062892642699161,2,NA,NA,100,146,87.6021,NA,NA,100,0.062892642699161,2,NA,NA,100,48,307.653,NA,NA,"",2,0,0
"RR057e_00729_D08_S116",129951,1,10509,"Human mastadenovirus C","","viruses",0.0159697069226242,0.572417414050144,0.572417414050144,0.062892642699161,2,NA,NA,100,226,114.452,0.0171119,0.0799779,-100,0,0,NA,NA,0,0,0,0.0114153,0.0571766,"",2,63.6263900140659,0.591865236151948
"RR057e_00731_H08_S120",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",2244395727.95044,100,100,113537.752967392,719640,3,714427,99.9658,27902.8,305.526,NA,NA,100,113168.886219521,717302,4,714431,99.9467,4239.72,300.657,NA,NA,"",719677,8.78560817486746,0
"RR057e_00731_H08_S120",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",1768099.17452472,100,100,5.83749772079582,37,NA,NA,97.5556,126.333,69.8266,NA,NA,100,172.758378493822,1095,4,30,91.4399,42.4395,276.921,NA,NA,"",719677,0,0
"RR057e_00731_H08_S120",2100421,1,2100421,"uncultured Caudovirales phage","","viruses",7809.62532917278,100,100,0.631080834680629,4,NA,NA,91.475,130.25,61.7495,NA,NA,100,0.157770208670157,1,NA,NA,95.8,48,307.653,NA,NA,"",4,0.00553087467756044,7.70615437899717e-10
"RR057e_00731_H08_S120",2169481,1,2169481,"Lysoka partiti-like virus","","viruses",249276.929698848,100,100,9.78175293754975,62,2,62,90.9441,648.882,307.653,NA,NA,100,15.1459400323351,96,4,88,71.9262,180.286,105.338,NA,NA,"",62,0,0
"RR057e_00731_H08_S120",2548103,1,2548103,"Streptococcus phage Javan311","","viruses",5549.10849237264,100,100,3.62871479941362,23,1,20,97.9184,325.312,159.031,NA,NA,100,0.315540417340314,2,NA,NA,97.85,46.5,307.653,NA,NA,"",23,0,0
"RR057e_00731_H08_S120",129951,1,10509,"Human mastadenovirus C","","viruses",361.330298179547,16.3564456791929,11.6220774991709,0.946621252020943,6,NA,NA,100,121,70.5418,0.0171119,0.0799779,16.3564456791929,0.946621252020943,6,NA,NA,100,32,307.653,0.0114153,0.0571766,"",6,300.132067397501,0.64076890539576
"RR057e_00733_L08_S124",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",109050.156763493,100,100,21.4867007588985,293,9,131,99.8858,207.226,124.018,NA,NA,100,16.940026878176,231,7,106,97.2605,66.439,178.479,NA,NA,"",293,9.61268867410783,9.44258054980513e-05
"RR057e_00733_L08_S124",129951,1,10509,"Human mastadenovirus C","","viruses",19864.7496050302,60.0815164837793,47.4659560182478,3.81333938383182,52,1,35,99.5512,388.062,220.572,0.0171119,0.0799779,60.0815164837793,3.44667213538645,47,1,35,99.4,95.8571,154.918,0.0114153,0.0571766,"",52,328.386614515967,0.462335357066657
"RR057e_00733_L08_S124",186617,1,186617,"uncultured marine virus","","viruses",0.0424777754535287,2.77195626344618,2.77195626344618,0.293333798756294,4,NA,NA,99.55,120,69.1649,0.0168234,0.0997528,-100,0,0,NA,NA,0,0,0,0.0227963,0.148573,"",4,3.29453093719931,0.197894403581168
"RR057e_00735_D10_S148",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",29634133.6132338,100,100,1499.5157754426,13189,8,13125,99.9646,5592.95,305.73,NA,NA,100,1493.83105417699,13139,8,13125,99.9716,1460.11,302.028,NA,NA,"",13189,22.2125859789437,8.0448072050494e-56
"RR057e_00735_D10_S148",47900,1,12163,"Garlic common latent virus","","viruses",310658.647723053,100,100,15.6898306930835,138,4,82,96.6247,222.833,109.367,NA,NA,100,15.6898306930835,138,4,82,97.6895,66.2708,157.397,NA,NA,"",138,0,0
"RR057e_00735_D10_S148",1761477,1,12234,"Tomato brown rugose fruit virus","","viruses",292649.450753601,100,100,15.2350529918347,134,3,86,98.9727,404.391,204.627,NA,NA,100,14.3254975893371,126,3,86,99.3292,108.326,166.912,NA,NA,"",190,0,0
"RR057e_00735_D10_S148",12253,1,12234,"Tomato mosaic virus","","viruses",47274.1420448124,100,100,2.04649965561959,18,NA,NA,99.7333,141.333,83.9539,NA,NA,100,2.72866620749278,24,NA,NA,100,37.4286,307.653,NA,NA,"",190,0,0
"RR057e_00735_D10_S148",12242,1,12234,"Tobacco mosaic virus","","viruses",45022.9924236309,100,100,2.50127735686838,22,1,10,96.6525,182.667,84.1121,NA,NA,100,2.04649965561959,18,1,10,97.0008,60,89.6034,NA,NA,"",190,0,0
"RR057e_00735_D10_S148",12239,1,12234,"Pepper mild mottle virus","","viruses",3926.74676521373,11.934533780763,11.3614020920331,1.81911080499519,16,NA,NA,99.225,114,64.7421,0.0161131,0.158695,11.934533780763,1.59172195437079,14,NA,NA,100,48,307.653,0.0134276,0.132246,"",190,0,0
"RR057e_00735_D10_S148",129951,1,10509,"Human mastadenovirus C","","viruses",81626.931018862,87.2933929918317,85.0804237011969,6.82166551873195,60,1,5,99.8444,148.75,84.8416,0.0171119,0.0799779,87.2933929918317,5.00255471373676,44,1,5,99.4346,50.6538,263.729,0.0114153,0.0571766,"",60,758.82161136849,0.532717418928524
"RR057e_00735_D10_S148",112229,1,12176,"Pepino mosaic virus","","viruses",2707.07372118999,100,100,1.59172195437079,14,NA,NA,98.95,146,85.5418,NA,NA,100,1.59172195437079,14,NA,NA,98.95,48,307.653,NA,NA,"",16,0,0
"RR057e_00735_D10_S148",12188,1,12176,"White clover mosaic virus","","viruses",7.12641737253776,1.86381648877209,1.86381648877209,0.227388850624398,2,NA,NA,95.5,110,56.1612,0.0153089,0.113788,1.55964965563062,0.227388850624398,2,NA,NA,100,36,307.653,0.0175801,0.134523,"",16,0,0
"RR057e_00736_F10_S150",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",249127.243686438,100,100,31.4758779579619,1164,27,1131,99.9744,1399.38,298.537,NA,NA,100,29.9345334187833,1107,26,1094,99.9274,427.752,250.958,NA,NA,"",1166,0.643657904305205,1.35316112212969e-143
"RR057e_00736_F10_S150",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",1308.23876088896,100,100,0.0540822645325805,2,NA,NA,97.45,132.5,73.5825,NA,NA,100,0.270411322662903,10,NA,NA,99.7333,38.7778,307.653,NA,NA,"",1166,0,0
"RR057e_00737_H10_S152",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",3201354715.50632,100,100,161855.376389342,2649657,4,2638646,99.9837,29757.8,306.175,NA,NA,100,161513.786793115,2644065,2,2638620,99.9904,4388.94,307.615,NA,NA,"",2649835,6.16560594755213,0
"RR057e_00737_H10_S152",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",804916.300164405,100,100,10.8732024549981,178,1,4,97.6722,115.953,62.0065,NA,NA,100,70.4314743292853,1153,4,118,89.2736,32.5597,275.151,NA,NA,"",2649835,0,0
"RR057e_00737_H10_S152",129951,1,10509,"Human mastadenovirus C","","viruses",17659.9668866423,57.8332143734941,57.8332143734941,4.64249093584187,76,NA,NA,99.72,146,87.0527,0.0171119,0.0799779,40.3981728175676,2.32124546792094,38,NA,NA,99.58,48,307.653,0.0114153,0.0571766,"",76,210.628111675953,0.368041175160034
"RR057e_00737_H10_S152",1761477,1,12234,"Tomato brown rugose fruit virus","","viruses",146.097353220845,100,100,0.366512442303306,6,NA,NA,99.05,111,62.3354,NA,NA,100,0.366512442303306,6,NA,NA,98.3,36,307.653,NA,NA,"",6,0,0
"RR057e_00741_D12_S180",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",91415131.118754,100,100,4621.69544631482,59108,3,58917,99.9765,10857.4,306.785,NA,NA,100,4612.15618184215,58986,3,58917,99.9758,2045.9,307.653,NA,NA,"",59108,11.4387818458237,0
"RR057e_00741_D12_S180",10713,1,308911,"Enterobacteria phage phi80","","viruses",25021.0215676514,100,100,1.25105107838257,16,1,16,100,208,103.975,NA,NA,100,1.25105107838257,16,1,16,100,69,37.2233,NA,NA,"",16,6.49388598325533,0.12075639184233
"RR057e_00741_D12_S180",129951,1,10509,"Human mastadenovirus C","","viruses",22570.2486179732,59.9716521365746,52.5793436629517,4.22229738954118,54,NA,NA,99.48,139.15,81.8986,0.0171119,0.0799779,59.9716521365746,3.44039046555207,44,NA,NA,99.4625,45.25,307.653,0.0114153,0.0571766,"",54,390.769218881976,0.476853635318416
"RR057e_00741_D12_S180",1982273,1,1982251,"Propionibacterium virus PHL009M11","","viruses",2625.39723740647,100,99,0.547334846792375,7,NA,NA,95.2,146,78,0.000372388,0.00366759,100,0.234572077196732,3,NA,NA,100,48,307.653,NA,NA,"",92,0,0
"RR057e_00742_F12_S182",1982584,1,1982583,"Streptococcus virus Cp1","","viruses",17799.5446431492,100,100,0.889977232157458,8,NA,NA,94.35,139,71.841,NA,NA,100,0.889977232157458,8,NA,NA,92.85,42,307.653,NA,NA,"",8,0,0
"RR057e_00742_F12_S182",12162,1,12160,"Citrus tristeza virus","","viruses",6743.89886895359,87.0494589799605,87.0494589799605,0.444988616078729,4,NA,NA,100,146,87.6021,0.000518431,0.00510595,87.0494589799605,0.444988616078729,4,NA,NA,100,48,307.653,0.000518431,0.00510595,"",4,0,0
"RR057e_00742_F12_S182",129951,1,10509,"Human mastadenovirus C","","viruses",950.574546088771,21.2027891517947,17.8687000065752,1.44621300225587,13,NA,NA,99.6556,108,61.0562,0.0171119,0.0799779,21.2027891517947,1.22371869421651,11,NA,NA,99.3143,36.8571,307.653,0.0114153,0.0571766,"",13,342.204741202736,0.594603314135341
"RR057e_00742_F12_S182",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",207.618000035751,100,100,0.222494308039365,2,NA,NA,100,145,86.9193,NA,NA,100,1.22371869421651,11,1,10,53.2471,25.5714,43.6403,NA,NA,"",2,10.0171794299052,0.408591940199456
"RR057e_00743_H12_S184",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",15.449004458312,100,100,0.311437181687843,10,NA,NA,99.72,139,82.2735,NA,NA,100,0.249149745350274,8,NA,NA,99.7375,45,307.653,NA,NA,"",10,0.591727984657224,0.00314127894391907
"RR057e_00744_J12_S186",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",69.8311071596544,100,100,0.518870974119027,10,NA,NA,99.9125,163.75,92.8274,NA,NA,100,0.57075807153093,11,NA,NA,98.6778,51.7778,249.473,NA,NA,"",10,0.548579385141528,0.0024320392640464
"RR057e_00744_J12_S186",129951,1,10509,"Human mastadenovirus C","","viruses",0.363684352393276,1.61532680893592,1.08357802372662,0.103774194823805,2,NA,NA,99.15,121,69.1658,0.0171119,0.0799779,1.61532680893592,0.103774194823805,2,NA,NA,100,32,307.653,0.0114153,0.0571766,"",2,18.7404516246436,0.477418779079426
"RR057e_00746_N12_S190",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",1919098948.74857,100,100,97015.4750678365,1548983,10,1534739,99.9448,9733.25,305.024,NA,NA,100,96832.9035936352,1546068,8,1534717,99.9163,2340.92,302.848,NA,NA,"",1549170,1.341358280188,0
"RR057e_00746_N12_S190",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",806690.33638602,100,100,11.7121323072528,187,NA,NA,97.6519,120.037,65.8973,NA,NA,100,69.7717400549714,1114,2,26,95.0326,37.6111,297.577,NA,NA,"",1549170,0,0
"RR057e_00746_N12_S190",2100421,1,2100421,"uncultured Caudovirales phage","","viruses",1788.02553933583,100,100,1.31526619493214,21,NA,NA,95.596,162.667,77.7979,NA,NA,100,1.37789791850033,22,NA,NA,89.5909,54.65,168.882,NA,NA,"",21,0.000844436082029093,5.51028017208858e-55
"RR057e_00746_N12_S190",1980931,1,1980928,"Staphylococcus virus IPLAC1C","","viruses",2505.26894272788,100,100,0.125263447136394,2,NA,NA,98.15,98,53.5236,NA,NA,100,0.125263447136394,2,NA,NA,100,47,307.653,NA,NA,"",3,0,0
"RR057e_00746_N12_S190",2234036,1,1980928,"Staphylococcus phage Quidividi","","viruses",1252.63447136394,100,100,0.062631723568197,1,NA,NA,100,103,58.2518,NA,NA,100,0.062631723568197,1,NA,NA,89.5,38,307.653,NA,NA,"",3,0,0
"RR057e_00746_N12_S190",1761477,1,12234,"Tomato brown rugose fruit virus","","viruses",102.589829744068,100,100,0.250526894272788,4,NA,NA,99.825,120,69.5195,NA,NA,100,0.250526894272788,4,NA,NA,100,39.25,307.653,NA,NA,"",6,0,0
"RR057e_00746_N12_S190",12235,1,12234,"Cucumber green mottle mosaic virus","","viruses",0.685299158127537,1.33599823654481,1.33599823654481,0.125263447136394,2,NA,NA,96.55,146,80.7368,0.0088475,0.0871378,1.33599823654481,0.125263447136394,2,NA,NA,91.65,48,307.653,0.0088475,0.0871378,"",6,0,0
"RR057e_00746_N12_S190",10566,1,10566,"Human papillomavirus","","viruses",0.916366689388901,2.77063312427721,2.08396148667668,0.125263447136394,2,NA,NA,100,113.5,65.4223,0.00708345,0.0567093,2.77063312427721,0.062631723568197,1,NA,NA,100,46,307.653,0.00301324,0.021518,"",2,42.4763028357526,0.556889425517249
"RR057e_00746_N12_S190",1965535,1,1965535,"Corynebacterium phage IME1320_01","","viruses",0.0463767276906899,6.06933988945554,6.06933988945554,0.125263447136394,2,NA,NA,95.475,221,94.2403,0.0026294,0.0202055,-100,0,0,NA,NA,0,0,0,0.000690234,0.00679802,"",2,0,0
"RR057e_00747_D14_S212",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",296506.563200189,100,100,34.2622549950209,832,36,701,99.9214,865.685,244.597,NA,NA,100,31.7502387033186,771,33,668,99.7186,223.378,199.356,NA,NA,"",832,4.65900615406153,3.07419650645099e-18
"RR057e_00747_D14_S212",129951,1,10509,"Human mastadenovirus C","","viruses",823.67707892186,19.9669332993966,17.2926311913905,1.40014022816191,34,2,18,99.9222,201.444,106.119,0.0171119,0.0799779,19.9669332993966,1.15305665848628,28,2,18,99.8688,65.875,133.082,0.0114153,0.0571766,"",34,159.159971763396,0.428646615207462
"RR057e_00747_D14_S212",186617,1,186617,"uncultured marine virus","","viruses",0.00466398590572939,0.657002007882255,0.657002007882255,0.0823611898918771,2,NA,NA,98.95,146,85.5415,0.0168234,0.0997528,-100,0,0,NA,NA,0,0,0,0.0227963,0.148573,"",2,1.59676864938958,0.181226970309516
"RR057e_00747_D14_S212",1761477,1,12234,"Tomato brown rugose fruit virus","","viruses",109.17907286409,100,100,0.329444759567508,8,1,4,99.9125,220.25,119.52,NA,NA,100,0.28826416462157,7,1,4,99.4,47.4286,147.084,NA,NA,"",8,0,0
"RR057e_00748_F14_S214",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",2602710.81032325,100,100,132.147457137833,2558,23,2468,99.952,1987.65,297.249,NA,NA,100,130.752624713,2531,23,2468,99.8787,521.965,272.973,NA,NA,"",2558,1.89668305458665,1.10860499377459e-117
"RR057e_00748_F14_S214",129951,1,10509,"Human mastadenovirus C","","viruses",11.3268695706578,4.95351567660374,4.95351567660374,0.413283681431846,8,NA,NA,100,121,70.5379,0.0171119,0.0799779,3.41444823084834,0.206641840715923,4,NA,NA,100,24,307.653,0.0114153,0.0571766,"",8,64.794080846826,0.482278107819775
"RR057e_00749_H14_S216",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",1654050.39422104,100,100,83.5378986980321,2554,9,2543,99.9629,5791.57,306.492,NA,NA,100,83.5378986980321,2554,9,2543,99.9076,1281.33,299.835,NA,NA,"",2554,1.09560445746438,2.55808320080863e-194
"RR057e_00749_H14_S216",129951,1,10509,"Human mastadenovirus C","","viruses",0.778244262210153,2.08860460981668,1.42192668641768,0.130834610333645,4,NA,NA,100,121,70.5418,0.0171119,0.0799779,2.08860460981668,0.130834610333645,4,NA,NA,100,32,307.653,0.0114153,0.0571766,"",4,37.427805147213,0.490177678391008
"RR057e_00750_J14_S218",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",13648873221.7955,100,100,747784.806791353,6902035,1703,2996170,99.5605,484.52,167.297,NA,NA,100,630889.256016273,5823092,1134,2878849,98.3254,139.979,248.663,NA,NA,"",6903400,2.26214906547701,0
"RR057e_00750_J14_S218",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",921722538.666291,100,100,147.671040737495,1363,16,560,96.7478,117.496,53.7374,NA,NA,100,92955.6156932313,857978,284,79896,98.6603,55.2555,279.292,NA,NA,"",6903400,0,0
"RR057e_00750_J14_S218",2591233,1,694002,"Coronavirus BtRl-BetaCoV/SC2018","","viruses",227389.567351324,100,100,0.216685312894343,2,NA,NA,94.5,146,76.6198,NA,NA,100,22.751957853906,210,4,147,91.0637,40.1938,112.031,NA,NA,"",6903400,0,0
"RR057e_00750_J14_S218",1508220,1,1508220,"Bat coronavirus","","viruses",120129254.042059,100,100,0.216685312894343,2,NA,NA,91.4,146,70.445,NA,NA,100,12012.708718893,110877,247,35360,96.0325,41.6827,203.144,NA,NA,"",2,0,0
"RR057e_00750_J14_S218",129951,1,10509,"Human mastadenovirus C","","viruses",81.708722223273,9.27473795636427,7.91398672236992,0.650055938683029,6,NA,NA,100,120.25,70.0295,0.0171119,0.0799779,9.27473795636427,0.541713282235857,5,NA,NA,100,36.6667,307.653,0.0114153,0.0571766,"",6,77.2790525447242,0.526304950387357
"RR057e_00751_C10_S147",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",1823285992.13492,100,100,101158.669236314,6347698,1914,5298918,99.689,586.513,220.705,NA,NA,100,83011.6329995365,5208973,1110,4488025,98.9071,168.609,165.088,NA,NA,"",6352321,61.1915647457809,0
"RR057e_00751_C10_S147",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",111262738.534596,100,100,72.6216111273543,4557,36,3973,97.3148,78.233,30.5955,NA,NA,100,11166.0388469127,700668,539,423195,98.6855,97.0806,182.169,NA,NA,"",6352321,0,0
"RR057e_00751_C10_S147",2591233,1,694002,"Coronavirus BtRl-BetaCoV/SC2018","","viruses",2617074.41853576,100,100,0.0478088289186006,3,NA,NA,93.9333,125.333,62.9757,NA,NA,100,264.30314253833,16585,3,16555,99.3451,55.443,20.6813,NA,NA,"",6352321,0,0
"RR057e_00751_C10_S147",2591235,1,694002,"Coronavirus BtRs-BetaCoV/YN2018B","","viruses",942355.045931644,100,100,0.956176578372011,60,NA,NA,91.3,145.333,69.7696,NA,NA,100,94.2312017985617,5913,16,5889,97.1375,32.9815,17.2227,NA,NA,"",6352321,0,0
"RR057e_00751_C10_S147",1788497,1,1788497,"Rhinolophus bat coronavirus BtCoV/4991","","viruses",9561.76578372011,100,100,0.940240302065811,59,4,56,94.9233,74.9556,23.7827,NA,NA,100,0.0159362763062002,1,NA,NA,97.9,48,307.653,NA,NA,"",59,0,0
"RR057e_00751_C10_S147",186617,1,186617,"uncultured marine virus","","viruses",0.0439829137798563,1.10941056741867,1.10941056741867,0.127490210449601,8,NA,NA,100,131,77.3565,0.0168234,0.0997528,-100,0,0,NA,NA,0,0,0,0.0227963,0.148573,"",8,11.4447707345402,0.276806841309082
"RR057e_00751_C10_S147",2163899,1,2163899,"Acinetobacter phage vB_AbaM_B9","","viruses",1.17496566603709,100,100,0.0318725526124004,2,NA,NA,88.85,137.5,60.5229,NA,NA,100,0.0318725526124004,2,NA,NA,93.8,48,307.653,NA,NA,"",2,0,0
"RR057e_00752_E10_S149",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",4525686.60181716,100,100,228.890834253152,21048,3,20978,99.9451,11135.1,306.625,NA,NA,100,228.24922653646,20989,3,20978,99.943,2064.81,307.653,NA,NA,"",21050,25.0039675160687,4.99873216644135e-78
"RR057e_00752_E10_S149",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",3660.42639726392,100,100,0.021749414125157,2,NA,NA,96.1,130,69.8191,NA,NA,100,0.347990626002512,32,2,20,52.3048,29.9286,65.947,NA,NA,"",21050,0,0
"RR057e_00752_E10_S149",162145,1,162387,"Human metapneumovirus","","viruses",1304.96484750942,100,100,0.021749414125157,2,NA,NA,99.65,146,86.9156,NA,NA,100,0.108747070625785,10,1,8,86.6667,22.6667,102.789,NA,NA,"",2,0,0
"RR057e_00753_G10_S151",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",7492022.6167882,100,100,379.066164777028,37006,5,36830,99.9326,7337.81,306.287,NA,NA,100,377.70379651471,36873,5,36830,99.9747,1778.61,302.659,NA,NA,"",37006,110.448748174878,9.78272813050718e-33
"RR057e_00753_G10_S151",334205,1,475861,"Nupapillomavirus 1","","viruses",1229.20444720433,100,100,0.0614602223602164,6,NA,NA,98.5,132,75.2924,NA,NA,100,0.0614602223602164,6,NA,NA,97.2,36,307.653,NA,NA,"",6,3.75484175985371,0.167878018617798
"RR057e_00753_G10_S151",1761477,1,12234,"Tomato brown rugose fruit virus","","viruses",10.8386923578821,100,100,0.0819469631469551,8,1,6,100,171,87.0614,NA,NA,100,0.0819469631469551,8,1,6,98.148,58.3333,134.229,NA,NA,"",20,0,0
"RR057e_00753_G10_S151",12188,1,12176,"White clover mosaic virus","","viruses",0.00432943121276531,0.478482216029639,0.225547347466144,0.0409734815734776,4,NA,NA,96.7,90,45.2676,0.0153089,0.113788,0.478482216029639,0.0819469631469551,8,NA,NA,67.143,32,153.687,0.0175801,0.134523,"",4,0,0
"RR057e_00754_E12_S181",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",9049799346.36806,100,100,511357.722440072,21395398,3615,16695450,99.6021,375.774,192.156,NA,NA,100,402763.423657712,16851772,2345,13153413,99.152,127.429,153.38,NA,NA,"",21407162,57.6716033135572,0
"RR057e_00754_E12_S181",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",589382391.964258,100,100,279.514714516488,11695,29,8090,96.7058,92.3616,39.9688,NA,NA,100,59254.0602313682,2479212,729,1661767,98.3825,89.0498,148.318,NA,NA,"",21407162,0,0
"RR057e_00754_E12_S181",2591233,1,694002,"Coronavirus BtRl-BetaCoV/SC2018","","viruses",8181860.55590678,100,100,0.0239003603690883,1,NA,NA,97.9164,96,13.8508,NA,NA,100,826.426660842336,34578,10,34503,99.2121,54.1455,21.1521,NA,NA,"",21407162,0,0
"RR057e_00754_E12_S181",2591237,1,694002,"Coronavirus BtRs-BetaCoV/YN2018D","","viruses",6055887.65053582,100,100,0.215103243321795,9,1,9,94.3924,107,14.3737,NA,NA,100,611.490720043125,25585,23,25529,99.1616,37.4927,21.4463,NA,NA,"",21407162,0,0
"RR057e_00754_E12_S181",2591235,1,694002,"Coronavirus BtRs-BetaCoV/YN2018B","","viruses",122329.214477105,100,100,1.05161585623989,44,NA,NA,91.7,144,69.7696,NA,NA,100,11.3048704545788,473,9,389,96.4838,20.9044,8.84496,NA,NA,"",21407162,0,0
"RR057e_00754_E12_S181",663565,1,694002,"Bat SARS Cov Rs806/2006","","viruses",8518.08843554308,100,100,0.191202882952707,8,NA,NA,90.6375,145.375,68.4758,NA,NA,100,0.669210090334473,28,NA,NA,96.8667,43.6667,211.385,NA,NA,"",21407162,0,0
"RR057e_00754_E12_S181",1346301,1,694002,"Betacoronavirus BtCoV/Rhi_fer/FR0711-B3/FRA/2011","","viruses",3075.97637950167,100,100,0.0478007207381766,2,NA,NA,88.2,144,62.9208,NA,NA,100,0.262903964059972,11,NA,NA,100,20,307.653,NA,NA,"",21407162,0,0
